hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,weather_index,hour_of_day_binary,visibility_binary
10,0,2,1,1,0,10.5,5.6,71.58,0.0,0.0,7.4,89.1,16.0,low_bike_demand,36.13,1,1
1,5,5,0,0,1,20.5,17.9,85.21,0.0,0.0,12.5,100.0,15.4,low_bike_demand,38.29750000000001,0,1
12,4,9,0,1,1,23.3,10.0,42.95,0.0,0.0,9.9,24.4,16.0,high_bike_demand,47.5875,1,1
5,4,7,0,1,1,25.4,22.8,85.61,0.0,0.0,17.4,51.3,16.0,low_bike_demand,40.6475,0,1
12,5,4,0,0,1,11.0,-3.3,36.51,0.0,0.0,14.7,92.8,16.0,high_bike_demand,42.7975,1,1
17,3,9,0,1,1,23.8,21.5,87.46,0.893,0.0,10.0,94.6,13.1,low_bike_demand,39.23675,1,1
12,4,2,0,1,0,8.9,2.2,62.91,0.0,0.45,17.8,44.6,16.0,low_bike_demand,37.0475,1,1
9,5,12,0,0,0,8.9,8.9,99.85,0.0,0.0,9.2,100.0,0.1,low_bike_demand,29.487500000000004,1,0
15,6,9,0,0,1,29.3,16.3,45.42,0.0,0.0,28.6,24.4,16.0,high_bike_demand,50.045,1,1
5,5,2,0,0,0,-2.1,-7.4,67.13,0.0,0.0,4.8,24.4,16.0,low_bike_demand,30.8425,0,1
0,5,12,0,0,0,3.5,-0.2,76.41,0.0,0.0,0.0,0.0,16.0,low_bike_demand,31.7225,0,1
9,2,2,0,1,0,1.6,-2.9,72.3,0.0,0.0,10.5,89.1,16.0,low_bike_demand,31.6,1,1
6,5,3,0,0,0,2.6,-2.3,70.47,0.0,0.0,7.1,94.3,16.0,low_bike_demand,32.457499999999996,0,1
1,5,4,0,0,1,13.8,12.8,94.17,0.845,0.0,11.2,100.0,6.1,low_bike_demand,32.89625,0,0
8,6,11,0,0,0,0.9,-2.8,76.17,0.0,0.0,10.8,79.3,16.0,low_bike_demand,30.482499999999998,1,1
0,6,4,0,0,1,18.1,13.8,75.99,0.047,0.0,7.5,98.8,15.7,low_bike_demand,38.96575000000001,0,1
22,6,7,0,0,1,32.9,21.0,49.81,0.0,0.0,9.0,44.6,16.0,low_bike_demand,51.0225,0,1
5,2,12,0,1,0,0.9,-1.9,81.79,0.0,0.0,7.1,24.4,16.0,low_bike_demand,29.302499999999995,0,1
14,1,9,0,1,1,27.9,15.4,46.46,0.0,0.0,19.8,45.6,16.0,low_bike_demand,49.21,1,1
7,1,1,0,1,0,1.2,-2.5,76.02,0.0,0.0,9.2,79.3,16.0,low_bike_demand,30.67,1,1
15,4,5,0,1,1,29.3,21.2,61.78,0.0,0.0,21.7,70.5,16.0,low_bike_demand,47.17999999999999,1,1
21,1,10,0,1,1,16.1,14.9,93.06,0.0,0.0,8.9,100.0,14.0,low_bike_demand,34.485,0,1
12,5,5,0,0,1,23.7,0.6,21.82,0.0,0.0,0.5,45.6,16.0,high_bike_demand,50.62,1,1
23,6,3,0,0,0,3.4,-7.4,45.03,0.0,0.0,7.1,0.0,16.0,low_bike_demand,37.7425,0,1
4,3,4,0,1,1,9.8,4.2,68.55,0.0,0.0,19.7,79.3,16.0,low_bike_demand,36.3625,0,1
2,4,6,0,1,1,21.1,19.4,90.04,0.0,0.0,16.2,94.7,16.0,low_bike_demand,37.615,0,1
8,6,2,0,0,0,2.7,1.1,89.0,2.246,0.0,9.1,100.0,8.3,low_bike_demand,28.1385,1,1
16,5,9,0,0,1,27.1,12.7,40.71,0.0,0.0,12.2,32.7,16.0,high_bike_demand,49.772499999999994,1,1
0,2,5,0,1,1,9.9,8.3,90.05,0.0,0.0,6.7,63.7,11.4,low_bike_demand,32.0375,0,1
23,0,1,0,1,0,4.9,-3.3,55.36,0.0,0.0,18.2,100.0,16.0,low_bike_demand,36.559999999999995,0,1
4,6,4,0,0,1,10.5,8.7,88.59,0.6609999999999999,0.0,14.4,100.0,6.8,low_bike_demand,32.487249999999996,0,0
8,6,3,0,0,1,1.4,-3.9,68.16,0.0,0.0,12.1,79.3,16.0,low_bike_demand,32.335,1,1
4,4,5,0,1,1,17.7,16.2,90.58,0.0,0.0,12.8,100.0,6.1,low_bike_demand,35.83,0,0
0,2,2,0,1,0,2.7,0.7,86.58,0.0,0.0,14.2,100.0,16.0,low_bike_demand,29.205000000000002,0,1
14,6,6,0,0,1,26.7,11.5,38.92,0.0,0.0,18.6,46.6,16.0,high_bike_demand,49.82,1,1
15,6,12,0,0,0,18.9,7.3,47.02,0.0,0.0,10.8,81.3,16.0,high_bike_demand,44.795,1,1
9,6,12,0,0,0,5.5,3.4,85.91,0.0,0.0,7.4,100.0,13.2,low_bike_demand,30.747500000000002,1,1
10,2,11,0,1,0,9.3,-1.7,46.31,0.0,0.0,11.0,0.0,15.9,high_bike_demand,40.322500000000005,1,1
8,3,9,0,1,1,17.1,15.1,87.88,11.133,0.0,13.3,100.0,2.5,low_bike_demand,33.29675,1,0
16,4,7,0,1,1,31.1,21.6,57.11,0.0,0.0,14.7,64.2,16.0,low_bike_demand,48.8975,1,1
13,4,6,0,1,1,20.7,19.5,92.87,4.437,0.0,19.6,100.0,6.7,low_bike_demand,35.72325,1,0
21,4,4,0,1,1,19.0,2.3,32.91,0.0,0.0,7.4,82.3,16.0,low_bike_demand,47.097500000000004,0,1
22,0,9,0,1,1,19.7,11.7,59.89,0.0,0.0,14.2,61.2,16.0,low_bike_demand,42.8775,0,1
17,4,6,0,1,1,20.6,18.9,90.26,0.143,0.0,16.0,100.0,16.0,low_bike_demand,37.27425,1,1
8,5,2,0,0,0,-8.4,-18.4,44.48,0.0,0.0,12.6,44.6,16.0,low_bike_demand,32.18,1,1
19,3,10,0,1,1,22.0,16.7,72.09,0.0,0.0,12.4,24.4,16.0,low_bike_demand,41.652499999999996,1,1
14,2,11,0,1,0,15.5,3.3,44.02,0.0,0.0,9.3,25.3,16.0,low_bike_demand,43.695,1,1
4,6,12,0,0,0,4.2,-3.3,58.53,0.0,0.0,7.1,100.0,16.0,low_bike_demand,35.5925,0,1
8,4,9,0,1,1,17.8,11.2,65.15,0.0,0.0,23.9,24.4,16.0,high_bike_demand,40.96249999999999,1,1
16,0,4,1,1,1,20.5,1.6,28.49,0.0,0.0,30.5,47.6,16.0,high_bike_demand,48.402499999999996,1,1
4,0,3,0,1,1,4.0,-1.7,66.46,0.0,0.0,7.4,23.5,16.0,low_bike_demand,33.96000000000001,0,1
21,4,5,0,1,1,15.6,5.6,51.59,0.0,0.0,22.8,24.4,16.0,low_bike_demand,42.402499999999996,0,1
19,1,1,0,1,0,19.9,13.8,67.7,0.0,0.0,24.0,79.3,16.0,high_bike_demand,41.5,1,1
16,0,3,0,1,1,8.7,2.2,63.7,0.0,0.0,17.7,99.2,16.0,high_bike_demand,36.8,1,1
13,5,3,0,0,0,12.1,-9.8,20.55,0.0,0.0,12.1,81.3,16.0,high_bike_demand,45.4375,1,1
0,3,1,0,1,0,8.9,0.0,53.62,0.0,0.1,11.4,99.0,16.0,low_bike_demand,38.82,0,1
6,2,4,0,1,1,7.2,1.1,64.95,0.0,0.0,4.8,24.4,16.0,low_bike_demand,35.8375,0,1
11,4,11,0,1,0,13.0,11.1,88.01,0.0,0.0,7.3,81.3,13.1,low_bike_demand,34.0225,1,1
11,0,2,0,1,0,-0.7,-2.2,89.4,0.015,5.23,26.8,100.0,5.4,low_bike_demand,26.921249999999997,1,0
16,6,7,0,0,1,27.1,19.4,62.76,0.0,0.0,15.8,96.4,16.0,high_bike_demand,45.935,1,1
0,2,10,0,1,1,16.5,14.4,86.88,0.0,0.0,9.1,99.6,16.0,low_bike_demand,36.005,0,1
8,1,9,0,1,1,21.1,20.0,93.47,0.0,0.0,17.6,36.3,16.0,low_bike_demand,36.9075,1,1
10,5,6,0,0,1,28.8,16.7,48.23,0.0,0.0,10.5,24.4,16.0,high_bike_demand,49.317499999999995,1,1
9,3,2,0,1,0,8.3,5.7,83.48,0.0,0.0,8.3,90.9,16.0,high_bike_demand,32.629999999999995,1,1
10,6,3,0,0,0,7.3,3.6,76.97,0.0,0.0,12.6,24.4,16.0,low_bike_demand,33.4825,1,1
14,2,5,0,1,1,17.0,3.7,41.16,0.0,0.0,13.2,86.1,16.0,low_bike_demand,44.885,1,1
2,1,11,0,1,1,16.1,15.0,93.27,0.0,0.0,8.8,100.0,15.9,low_bike_demand,34.4575,0,1
4,4,8,0,1,1,24.7,22.2,85.88,0.0,0.0,0.0,79.3,15.9,low_bike_demand,40.254999999999995,0,1
8,3,5,0,1,1,17.7,14.0,78.68,0.0,0.0,5.4,95.8,16.0,high_bike_demand,38.254999999999995,1,1
13,4,11,0,1,0,18.2,10.7,61.98,0.0,0.0,10.8,24.4,16.0,low_bike_demand,41.73,1,1
5,5,3,0,0,1,12.6,5.5,62.14,0.0,0.0,6.7,24.4,16.0,low_bike_demand,38.99,0,1
5,4,6,0,1,1,21.1,20.0,93.6,0.0,0.0,7.3,100.0,16.0,low_bike_demand,36.875,0,1
5,4,12,0,1,0,5.5,3.4,85.96,0.012,0.0,22.2,100.0,15.8,low_bike_demand,30.732000000000003,0,1
5,0,7,0,1,1,26.7,20.7,69.52,0.0,0.0,14.5,85.8,16.0,low_bike_demand,44.47,0,1
3,4,2,0,1,0,4.1,-1.9,64.93,0.0,0.0,5.2,89.1,16.0,low_bike_demand,34.317499999999995,0,1
1,1,7,0,1,1,22.7,21.1,90.8,8.847000000000003,0.0,6.9,60.1,15.0,low_bike_demand,36.03825,0,1
16,1,3,0,1,1,20.5,2.3,29.95,0.0,0.0,8.5,79.3,16.0,high_bike_demand,48.212500000000006,1,1
17,1,9,0,1,1,28.8,14.9,42.71,0.0,0.0,15.0,25.3,16.0,high_bike_demand,50.2475,1,1
16,5,3,0,0,0,15.0,3.8,47.13,0.0,0.0,20.4,47.8,16.0,high_bike_demand,42.917500000000004,1,1
6,2,2,0,1,0,-1.4,-3.5,86.16,0.0,0.03,4.9,49.3,8.1,low_bike_demand,27.235,0,1
17,5,11,0,0,0,14.9,-2.1,30.82,0.0,0.0,9.4,46.2,16.0,high_bike_demand,45.495000000000005,1,1
16,6,3,0,0,1,4.2,0.7,77.87,0.018,0.0,14.2,96.0,16.0,low_bike_demand,31.753,1,1
0,5,11,0,0,0,10.4,1.8,55.31,0.0,0.0,6.7,0.0,16.0,low_bike_demand,39.222500000000004,0,1
5,0,7,0,1,1,22.0,19.4,85.26,0.0,0.0,8.3,79.3,16.0,low_bike_demand,39.035000000000004,0,1
20,1,6,0,1,1,22.7,10.6,46.49,0.0,0.0,23.0,62.5,16.0,low_bike_demand,46.70249999999999,1,1
9,2,4,0,1,1,18.3,4.2,39.23,0.0,0.0,12.6,80.7,16.0,high_bike_demand,45.817499999999995,1,1
20,1,1,0,1,0,6.8,-4.2,45.35,0.0,0.0,10.6,87.5,16.0,low_bike_demand,39.3125,1,1
5,3,7,0,1,1,20.9,14.3,66.28,0.0,0.0,19.4,44.6,16.0,low_bike_demand,42.230000000000004,0,1
7,0,6,0,1,1,17.8,11.7,67.59,0.0,0.0,0.0,0.0,16.0,low_bike_demand,40.47749999999999,1,1
23,0,12,0,1,0,6.6,4.9,89.36,0.746,0.0,8.9,98.8,11.5,low_bike_demand,30.3485,0,1
14,0,1,1,1,0,7.2,-6.7,36.52,0.0,0.0,23.1,86.1,16.0,low_bike_demand,40.995000000000005,1,1
14,2,7,0,1,1,32.1,20.7,51.04,0.0,0.0,14.2,26.4,16.0,low_bike_demand,50.44,1,1
21,5,9,0,0,1,21.8,15.5,67.52,0.0,0.0,12.8,0.0,16.0,low_bike_demand,42.445,0,1
3,3,5,0,1,1,18.6,14.5,77.14,0.0,0.0,7.5,24.4,16.0,low_bike_demand,38.99,0,1
21,3,3,0,1,1,13.3,11.8,90.54,0.0,0.0,0.4,98.8,11.1,low_bike_demand,33.64,0,1
9,1,2,0,1,0,-3.1,-8.4,67.2,0.0,0.2,10.9,24.4,16.0,low_bike_demand,30.324999999999996,1,1
11,6,5,0,0,1,24.4,13.9,52.08,0.0,0.0,7.1,44.6,16.0,high_bike_demand,46.555,1,1
12,2,1,0,1,0,2.9,-2.2,69.55,0.0,6.13,21.9,91.1,16.0,low_bike_demand,32.7875,1,1
9,5,3,0,0,1,16.2,11.8,75.01,0.0,0.0,17.7,24.4,16.0,low_bike_demand,38.2475,1,1
10,5,2,0,0,0,3.9,-5.1,52.09,0.0,0.0,21.9,81.3,16.0,low_bike_demand,36.6775,1,1
21,0,1,0,1,0,0.0,-2.0,86.29,1.269,0.0,12.1,98.1,5.7,low_bike_demand,27.610249999999997,0,0
16,1,2,0,1,0,13.2,10.9,86.14,0.8440000000000001,0.0,20.5,99.1,8.7,low_bike_demand,34.279,1,1
9,0,10,0,1,1,14.9,13.4,90.55,0.0,0.0,5.2,88.9,16.0,low_bike_demand,34.4375,1,1
14,0,12,0,1,0,4.9,2.9,86.96,1.921,0.0,23.1,93.8,10.5,low_bike_demand,29.729750000000003,1,1
18,2,3,0,1,1,14.3,0.2,38.07,0.0,0.0,21.3,79.3,16.0,high_bike_demand,44.1075,1,1
2,1,5,0,1,1,15.9,12.7,81.24,0.0,0.0,10.9,0.0,16.0,low_bike_demand,36.839999999999996,0,1
0,3,4,0,1,1,16.2,3.6,42.96,0.0,0.0,12.6,98.8,16.0,low_bike_demand,44.21,0,1
18,0,8,0,1,1,27.0,21.1,70.22,0.0,0.0,12.8,63.2,16.0,low_bike_demand,44.47,1,1
21,6,11,0,0,0,20.7,18.8,88.87,0.0,0.0,0.6,86.4,15.8,low_bike_demand,37.6575,0,1
0,1,2,0,1,0,6.0,3.9,86.09,0.127,0.0,12.7,100.0,14.2,low_bike_demand,30.92075,0,1
13,4,11,0,1,0,13.2,7.8,69.55,0.0,0.0,5.8,82.2,16.0,low_bike_demand,37.862500000000004,1,1
1,3,2,0,1,0,1.6,-8.9,45.77,0.0,2.24,26.5,0.0,16.0,low_bike_demand,36.732499999999995,0,1
0,3,3,0,1,1,14.3,13.4,94.2,0.0,0.0,9.3,100.0,12.4,low_bike_demand,33.375,0,1
12,5,9,0,0,1,19.9,17.9,88.24,0.0,0.0,7.8,100.0,16.0,high_bike_demand,37.39,1,1
17,6,9,0,0,1,18.8,3.9,37.25,0.0,0.0,11.3,24.4,16.0,high_bike_demand,46.362500000000004,1,1
7,4,3,0,1,1,5.6,-0.7,64.19,0.0,0.0,38.0,100.0,16.0,low_bike_demand,35.1775,1,1
1,4,11,0,1,1,13.6,11.1,84.61,0.0,0.0,0.1,48.3,16.0,low_bike_demand,35.0225,0,1
23,6,9,0,0,1,23.8,22.8,94.38,0.0,0.0,10.5,89.8,16.0,low_bike_demand,38.05500000000001,0,1
8,5,3,0,0,1,7.1,4.5,83.48,0.0,0.0,8.2,100.0,16.0,low_bike_demand,32.03,1,1
22,6,3,0,0,1,1.6,-12.0,35.42,0.0,0.0,27.3,83.9,16.0,low_bike_demand,38.545,0,1
1,5,6,0,0,1,23.2,20.0,82.47,0.0,0.0,16.6,98.3,16.0,low_bike_demand,40.182500000000005,0,1
1,5,8,0,0,1,20.2,14.2,68.37,0.0,0.0,10.9,0.0,16.0,low_bike_demand,41.50749999999999,0,1
17,4,11,0,1,0,16.1,5.0,47.57,0.0,0.0,16.1,24.4,16.0,high_bike_demand,43.3825,1,1
12,5,12,0,0,0,0.0,-4.0,74.5,0.0,0.0,6.7,81.3,16.0,low_bike_demand,30.375,1,1
12,4,6,0,1,1,28.3,12.0,36.51,0.0,0.0,16.7,24.4,16.0,low_bike_demand,50.947500000000005,1,1
11,0,6,0,1,1,29.0,22.1,66.38,0.0,0.0,18.0,79.3,16.0,low_bike_demand,46.18,1,1
10,4,2,0,1,0,-1.7,-8.3,60.95,0.0,0.11,12.6,100.0,16.0,low_bike_demand,32.262499999999996,1,1
2,4,5,0,1,1,13.2,11.7,90.41,0.278,0.0,5.4,96.8,16.0,low_bike_demand,33.553,0,1
2,6,5,0,0,1,8.2,5.1,80.65,0.022,0.0,28.6,100.0,13.3,low_bike_demand,33.157,0,1
7,0,7,0,1,1,24.8,22.2,85.69,0.0,0.0,19.6,89.1,16.0,low_bike_demand,40.3275,1,1
6,0,12,0,1,0,-0.3,-3.5,79.04,0.0,0.0,5.0,0.0,16.0,low_bike_demand,29.29,0,1
17,3,6,0,1,1,27.2,20.7,67.64,0.0,0.0,19.3,81.3,16.0,high_bike_demand,45.065,1,1
0,6,1,0,0,0,-1.3,-7.3,63.74,0.0,2.29,14.5,44.6,16.0,low_bike_demand,31.915000000000003,0,1
15,4,3,0,1,1,28.3,4.3,21.62,0.0,0.0,26.7,24.4,16.0,high_bike_demand,52.745000000000005,1,1
7,3,7,0,1,1,22.7,20.7,88.55,0.0,0.0,5.4,79.3,16.0,low_bike_demand,38.7125,1,1
18,1,9,0,1,1,26.6,20.1,67.46,0.0,0.0,8.9,63.4,16.0,high_bike_demand,44.81,1,1
12,0,7,0,1,1,28.8,16.3,46.78,0.0,0.0,5.6,1.0,15.9,low_bike_demand,49.58,1,1
2,6,4,0,0,1,16.0,14.4,89.92,0.753,0.0,11.2,89.1,16.0,low_bike_demand,34.93175,0,1
17,5,1,0,0,0,6.1,-3.3,50.94,0.0,0.0,14.1,100.0,16.0,low_bike_demand,37.964999999999996,1,1
19,0,2,0,1,0,3.8,1.7,86.5,0.0,0.0,8.9,24.4,16.0,low_bike_demand,29.75,1,1
21,4,5,0,1,1,21.5,18.5,82.88,0.0,0.0,9.9,51.3,16.0,low_bike_demand,39.28,0,1
11,1,11,0,1,0,12.1,1.1,46.92,0.0,0.0,27.0,82.2,16.0,low_bike_demand,41.57,1,1
8,1,10,0,1,1,20.3,18.7,90.33,0.0,0.0,0.0,85.7,13.7,high_bike_demand,37.1675,1,1
0,2,6,0,1,1,27.7,20.6,65.09,0.0,0.0,16.3,50.7,16.0,low_bike_demand,45.8025,0,1
11,6,6,0,0,1,21.3,18.4,83.41,0.133,0.0,12.8,93.2,16.0,high_bike_demand,39.03925,1,1
9,3,3,0,1,1,4.3,-7.3,42.86,0.0,0.0,13.2,24.4,16.0,high_bike_demand,38.535,1,1
10,6,1,0,0,0,14.2,13.0,92.59,0.0,0.0,11.1,92.3,16.0,low_bike_demand,33.6525,1,1
7,4,7,0,1,1,20.3,14.3,68.38,0.0,0.0,12.2,83.1,16.0,low_bike_demand,41.55500000000001,1,1
21,5,11,0,0,0,18.1,13.2,73.24,0.0,0.0,12.3,46.7,16.0,low_bike_demand,39.515,0,1
19,2,7,0,1,1,31.1,17.9,45.29,0.0,0.0,17.8,82.4,16.0,high_bike_demand,50.9275,1,1
3,6,8,0,0,1,21.3,13.5,61.0,0.0,0.0,6.7,97.4,16.0,low_bike_demand,43.45,0,1
10,0,5,0,1,1,20.0,18.5,90.98,0.0,0.0,14.1,98.8,16.0,low_bike_demand,36.879999999999995,1,1
21,2,8,0,1,1,25.5,21.8,80.46,0.0,0.0,9.0,79.3,15.9,low_bike_demand,41.71000000000001,0,1
14,3,3,0,1,0,11.6,-1.8,39.44,0.0,0.0,16.8,24.4,16.0,low_bike_demand,42.589999999999996,1,1
17,5,12,0,0,0,10.6,5.0,68.37,0.0,0.0,5.4,93.3,16.0,low_bike_demand,36.8075,1,1
1,5,7,0,0,1,24.8,21.2,80.56,0.85,0.0,0.4,92.3,10.7,low_bike_demand,41.147499999999994,0,1
4,4,7,1,1,1,25.7,17.3,59.92,0.0,0.0,4.8,0.0,16.0,low_bike_demand,45.77,0,1
20,4,7,0,1,1,26.6,11.7,39.53,0.0,0.0,12.7,86.3,16.0,high_bike_demand,49.692499999999995,1,1
18,6,4,0,0,1,22.1,-0.8,21.63,0.0,0.0,16.5,24.4,16.0,high_bike_demand,49.9175,1,1
13,2,2,0,1,0,9.9,0.1,50.45,0.0,0.0,14.5,99.6,16.0,low_bike_demand,39.887499999999996,1,1
16,6,5,0,0,1,26.2,13.9,46.62,0.0,0.0,9.8,48.2,16.0,high_bike_demand,48.37,1,1
18,0,12,0,1,0,3.2,-8.8,41.0,0.0,0.0,10.9,24.4,16.0,low_bike_demand,38.349999999999994,1,1
13,0,1,0,1,0,3.4,-7.7,43.97,0.0,0.0,7.4,24.4,16.0,low_bike_demand,37.932500000000005,1,1
15,3,6,0,1,1,25.5,11.1,40.46,0.0,0.0,12.5,47.6,16.0,low_bike_demand,49.035,1,1
19,3,10,0,1,1,14.8,3.3,46.05,0.0,0.0,15.9,0.0,16.0,high_bike_demand,43.0125,1,1
4,3,10,0,1,1,18.2,16.2,88.05,0.0,0.0,0.7,55.0,16.0,low_bike_demand,36.5875,0,1
7,0,5,0,1,1,13.8,7.2,64.45,0.0,0.0,25.3,88.9,16.0,low_bike_demand,39.137499999999996,1,1
13,1,4,0,1,1,20.1,6.0,39.64,0.0,0.0,14.3,26.4,16.0,high_bike_demand,46.615,1,1
5,2,1,0,1,0,2.8,2.2,95.62,0.0,0.01,5.3,100.0,9.6,low_bike_demand,27.345,0,1
16,1,3,0,1,1,7.1,1.6,67.72,0.0,0.0,14.9,100.0,16.0,low_bike_demand,35.245,1,1
4,0,11,0,1,0,10.7,-0.1,47.23,0.0,0.0,11.4,0.0,16.0,low_bike_demand,40.8425,0,1
0,4,12,1,1,0,3.2,-4.5,57.36,0.0,0.0,21.3,89.1,16.0,low_bike_demand,35.335,0,1
7,1,4,0,1,1,13.0,2.1,47.59,0.0,0.0,7.3,24.4,16.0,low_bike_demand,41.8775,1,1
14,0,5,1,1,1,21.7,8.9,43.91,0.0,0.0,16.0,82.9,16.0,high_bike_demand,46.67250000000001,1,1
8,0,2,0,1,0,-1.2,-2.9,88.46,0.006,4.94,25.0,100.0,8.3,low_bike_demand,26.8585,1,1
17,1,8,0,1,1,26.1,15.0,50.4,0.0,0.0,15.6,81.3,16.0,high_bike_demand,47.675,1,1
12,2,1,0,1,0,5.8,-1.4,60.04,0.0,0.0,6.2,44.6,14.2,low_bike_demand,36.089999999999996,1,1
20,3,1,0,1,0,0.6,-8.2,51.78,0.0,0.4,26.1,88.3,16.0,low_bike_demand,35.155,1,1
4,2,9,0,1,1,13.9,11.5,85.23,0.0,0.0,4.8,53.5,16.0,low_bike_demand,35.0425,0,1
18,6,5,0,0,1,16.0,11.2,73.2,0.0,0.0,9.6,93.7,16.0,low_bike_demand,38.5,1,1
16,0,10,0,1,1,18.2,13.8,75.33,0.0,0.0,14.2,100.0,16.0,high_bike_demand,39.167500000000004,1,1
17,3,5,0,1,1,30.5,14.3,37.33,0.0,0.0,16.4,26.2,16.0,high_bike_demand,51.86750000000001,1,1
5,3,2,0,1,0,2.0,0.6,90.24,0.022,0.05,8.7,100.0,13.0,low_bike_demand,28.0845,0,1
23,5,2,0,0,0,-0.2,-12.9,37.84,0.0,0.0,18.1,44.6,16.0,low_bike_demand,37.26499999999999,0,1
5,2,8,0,1,1,26.0,23.9,88.26,0.0,0.0,11.0,98.8,16.0,low_bike_demand,40.410000000000004,0,1
14,2,11,0,1,0,13.8,11.1,84.12,0.0,0.0,23.8,100.0,16.0,low_bike_demand,35.195,1,1
23,0,6,1,1,1,22.7,9.5,43.01,0.0,0.0,9.9,81.1,16.0,low_bike_demand,47.2975,0,1
8,2,2,0,1,0,-1.3,-5.0,75.94,0.0,0.0,8.3,24.4,16.0,low_bike_demand,29.44,1,1
2,4,11,0,1,0,7.8,-2.2,49.44,0.0,0.0,20.2,81.3,16.0,low_bike_demand,39.040000000000006,0,1
2,4,11,0,1,0,10.6,8.8,89.03,0.0,0.0,0.5,79.3,15.9,low_bike_demand,32.5925,0,1
3,2,4,0,1,1,8.5,0.5,57.15,0.0,0.0,8.7,0.0,16.0,low_bike_demand,37.9625,0,1
17,6,9,0,0,1,23.8,20.0,79.21,0.0,0.0,7.0,88.6,16.0,high_bike_demand,41.1475,1,1
18,0,3,0,1,1,2.1,-11.7,35.35,0.0,0.0,28.5,81.3,16.0,low_bike_demand,38.7625,1,1
4,2,10,0,1,1,16.6,15.0,90.28,0.0,0.0,14.8,100.0,16.0,low_bike_demand,35.33,0,1
5,1,3,0,1,0,7.7,1.2,63.34,0.0,0.0,9.0,88.9,16.0,low_bike_demand,36.39,0,1
1,2,7,0,1,1,24.5,19.2,72.28,0.0,0.0,7.1,0.0,16.0,low_bike_demand,42.855,0,1
9,6,7,0,0,1,23.2,17.9,71.83,0.0,0.0,12.5,48.4,16.0,low_bike_demand,42.3175,1,1
5,3,7,0,1,1,25.3,20.7,75.54,0.0,0.0,5.2,86.1,16.0,low_bike_demand,42.614999999999995,0,1
12,6,2,0,0,0,0.6,-1.1,88.32,0.0,0.05,9.9,100.0,6.5,low_bike_demand,27.795,1,0
12,2,11,0,1,0,11.7,10.0,89.72,0.014,0.0,25.8,99.3,16.0,low_bike_demand,32.9915,1,1
2,5,2,0,0,0,3.4,-6.2,49.51,0.0,0.15,4.8,79.3,16.0,low_bike_demand,36.9225,0,1
7,2,9,0,1,1,22.7,21.2,90.82,0.0,0.0,9.0,58.9,16.0,low_bike_demand,38.269999999999996,1,1
1,0,6,0,1,1,24.7,20.0,75.22,0.0,0.0,15.8,95.6,16.0,low_bike_demand,42.370000000000005,0,1
1,5,12,0,0,0,9.9,1.7,56.58,0.0,0.0,9.5,99.2,16.0,low_bike_demand,38.754999999999995,0,1
3,1,7,0,1,1,21.6,20.6,93.76,25.871,0.0,35.3,98.6,2.6,low_bike_demand,30.642249999999997,0,0
11,5,5,0,0,1,28.0,19.0,57.84,0.0,0.0,15.3,79.3,16.0,high_bike_demand,47.29,1,1
20,3,7,0,1,1,30.5,21.3,57.98,0.0,0.0,21.9,54.3,16.0,low_bike_demand,48.455000000000005,1,1
21,0,10,0,1,1,23.7,19.9,79.28,0.0,0.0,12.4,85.8,16.0,low_bike_demand,41.080000000000005,0,1
17,4,7,1,1,1,35.5,18.1,36.07,0.0,0.0,8.1,24.4,16.0,low_bike_demand,54.3825,1,1
18,6,6,0,0,1,26.2,19.3,65.94,0.0,0.0,16.2,79.3,16.0,high_bike_demand,44.89,1,1
13,3,4,0,1,1,21.0,8.2,43.76,0.0,0.0,10.0,82.3,16.0,low_bike_demand,46.36,1,1
19,1,10,0,1,1,13.3,3.9,53.01,0.0,0.0,29.5,98.8,16.0,high_bike_demand,41.04750000000001,1,1
3,2,12,0,1,0,-0.4,-6.2,64.49,0.0,0.0,0.0,25.3,16.0,low_bike_demand,32.227500000000006,0,1
23,2,4,0,1,1,23.0,11.7,48.92,0.0,0.0,18.4,84.7,16.0,low_bike_demand,46.44499999999999,0,1
8,2,1,0,1,0,0.2,-2.3,82.78,0.0,0.0,0.0,24.4,16.0,low_bike_demand,28.78,1,1
5,1,4,0,1,1,7.6,0.9,62.53,0.0,0.0,10.9,24.4,16.0,low_bike_demand,36.4925,0,1
6,0,4,0,1,1,13.7,12.1,90.06,0.0,0.0,14.4,85.7,16.0,low_bike_demand,33.935,0,1
8,2,7,0,1,1,24.2,20.1,77.51,0.0,0.0,5.5,79.3,16.0,high_bike_demand,41.6975,1,1
23,6,12,0,0,0,4.9,2.8,86.2,0.0,0.0,0.0,100.0,16.0,low_bike_demand,30.374999999999996,0,1
22,1,5,0,1,1,29.4,18.6,52.33,0.0,0.0,5.2,71.6,16.0,low_bike_demand,48.9175,0,1
0,0,3,0,1,1,7.8,-10.9,25.3,0.0,0.0,31.9,44.6,16.0,low_bike_demand,42.9,0,1
18,5,11,0,0,0,19.3,7.3,45.69,0.0,0.0,10.3,24.4,16.0,high_bike_demand,45.227500000000006,1,1
23,2,7,0,1,1,26.1,20.7,72.28,0.0,0.0,13.0,95.4,16.0,low_bike_demand,43.629999999999995,0,1
